name,description,price,photo_url,type
"KRAMA Washcloth, 12x12 ""","Washcloth,",4,https://www.ikea.com/us/en/images/products/krama-washcloth-white__0711390_pe728181_s5.jpg?f=xxs, Kids
UPPLYST LED wall lamp,LED wall lamp,19,https://www.ikea.com/us/en/images/products/upplyst-led-wall-lamp-cloud-white__0716259_pe730767_s5.jpg?f=xxs, Kids
LANGUR Padded seat cover for high chair,Padded seat cover for high chair,10,https://www.ikea.com/us/en/images/products/langur-padded-seat-cover-for-high-chair-yellow__0514141_pe639326_s5.jpg?f=xxs, Kids
"DOPPA Bathtub mat, 13x33 ""","Bathtub mat,",9,https://www.ikea.com/us/en/images/products/doppa-bathtub-mat-light-gray__0372006_pe553646_s5.jpg?f=xxs, Kids
"DRaMSLOTT Baby blanket, 31x39 ""","Baby blanket,",14,https://www.ikea.com/us/en/images/products/droemslott-baby-blanket-puppy-pattern-dot-pattern-multicolor__1056643_pe848441_s5.jpg?f=xxs, Kids
"SNIGLAR Changing table, 28 3/8x20 7/8 ""","Changing table,",39,https://www.ikea.com/us/en/images/products/sniglar-changing-table-beech-white__0627303_pe693287_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 39x17 3/8x22 ""","Storage combination with boxes,",79,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-white-white__0535774_pe649629_s5.jpg?f=xxs, Kids
MaLA Easel,Easel,19,https://www.ikea.com/us/en/images/products/mala-easel-softwood__0995590_pe821771_s5.jpg?f=xxs, Kids
MaLA Chalk,Chalk,1,https://www.ikea.com/us/en/images/products/mala-chalk-mixed-colors__0712621_pe728935_s5.jpg?f=xxs, Kids
POaNG Kid's armchair,Kid's armchair,39,https://www.ikea.com/us/en/images/products/poaeng-kids-armchair-birch-veneer-knisa-light-beige__0945683_pe797767_s5.jpg?f=xxs, Kids
"VESSLA Storage crate with casters, 15 ax15 a ""","Storage crate with casters,",5,https://www.ikea.com/us/en/images/products/vessla-storage-crate-with-casters-white__0711041_pe727917_s5.jpg?f=xxs, Kids
"DUKTIG Play kitchen, 28 3/8x15 3/4x42 7/8 ""","Play kitchen,",79,https://www.ikea.com/us/en/images/products/duktig-play-kitchen-birch__0756010_pe754469_s5.jpg?f=xxs, Kids
STRANDMON Children's armchair,Children's armchair,99,https://www.ikea.com/us/en/images/products/strandmon-childrens-armchair-vissle-gray__0729754_pe737122_s5.jpg?f=xxs, Kids
"AFTONSPARV Box, 13x15x13 ""","Box,",4,https://www.ikea.com/us/en/images/products/aftonsparv-box-space-multicolor__1219300_pe913348_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 36 5/8x17 3/8x20 1/2 ""","Storage combination with boxes,",120,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-light-white-stained-pine-white__0351184_pe547497_s5.jpg?f=xxs, Kids
"SNIGLAR Crib, 27 1/2x52 ""","Crib,",119,https://www.ikea.com/us/en/images/products/sniglar-crib-beech__0637930_pe698615_s5.jpg?f=xxs, Kids
"SUNDVIK Crib, 27 1/2x52 ""","Crib,",279,https://www.ikea.com/us/en/images/products/sundvik-crib-white__0637935_pe698620_s5.jpg?f=xxs, Kids
"aLSKVaRD Crib, 27 1/2x52 ""","Crib,",299,https://www.ikea.com/us/en/images/products/aelskvaerd-crib-birch-white__1054874_pe847900_s5.jpg?f=xxs, Kids
"SMaSTAD Changing table, 35 3/8x31 1/2x39 3/8 ""","Changing table,",299,https://www.ikea.com/us/en/images/products/smastad-changing-table-white-white-with-3-drawers__0925878_pe788937_s5.jpg?f=xxs, Kids
"SNIGLAR 2-piece baby furniture set, 27 1/2x52 ""","2-piece baby furniture set,",158,https://www.ikea.com/us/en/images/products/sniglar-2-piece-baby-furniture-set-beech__1191089_pe900453_s5.jpg?f=xxs, Kids
ANTILOP High chair with tray,High chair with tray,19,https://www.ikea.com/us/en/images/products/antilop-high-chair-with-tray-white-silver-color__0727481_pe735706_s5.jpg?f=xxs, Kids
"SMaSTAD / UPPFaRA Wardrobe, 70 7/8x25 5/8x53 1/2 ""","Wardrobe,",578,https://www.ikea.com/us/en/images/products/smastad-uppfoera-wardrobe-white-white-with-2-chests-of-drawers__1268551_pe928790_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 36 5/8x17 3/8x20 1/2 ""","Storage combination with boxes,",159,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-light-white-stained-pine-light-green-gray__1087975_pe860969_s5.jpg?f=xxs, Kids
BERGIG Book display with storage,Book display with storage,129,https://www.ikea.com/us/en/images/products/bergig-book-display-with-storage-white__0844238_pe783371_s5.jpg?f=xxs, Kids
GULLIVER Changing table,Changing table,99,https://www.ikea.com/us/en/images/products/gulliver-changing-table-white__0627306_pe693289_s5.jpg?f=xxs, Kids
"VaDRA Changing pad, 18 7/8x29 1/8 ""","Changing pad,",25,https://www.ikea.com/us/en/images/products/vaedra-changing-pad__0606116_pe682034_s5.jpg?f=xxs, Kids
"aNSKLIG Racks for changing table, set of 4","Racks for changing table, set of 4",12,https://www.ikea.com/us/en/images/products/oensklig-racks-for-changing-table-set-of-4-white__0711380_pe728172_s5.jpg?f=xxs, Kids
"VaDRA Changing pad, 18 7/8x29 1/8 ""","Changing pad,",25,https://www.ikea.com/us/en/images/products/vaedra-changing-pad__0606116_pe682034_s5.jpg?f=xxs, Kids
ANTILOP High chair with tray,High chair with tray,19,https://www.ikea.com/us/en/images/products/antilop-high-chair-with-tray-white-silver-color__0727481_pe735706_s5.jpg?f=xxs, Kids
"GODISHUS 3-drawer chest, 23 5/8x25 1/4 ""","3-drawer chest,",79,https://www.ikea.com/us/en/images/products/godishus-3-drawer-chest-white__0721186_pe735626_s5.jpg?f=xxs, Kids
"SNIGLAR Crib, 27 1/2x52 ""","Crib,",119,https://www.ikea.com/us/en/images/products/sniglar-crib-beech__0637930_pe698615_s5.jpg?f=xxs, Kids
"SNIGLAR Changing table, 28 3/8x20 7/8 ""","Changing table,",39,https://www.ikea.com/us/en/images/products/sniglar-changing-table-beech-white__0627303_pe693287_s5.jpg?f=xxs, Kids
"SMaGaRA Shelf unit, 11 3/8x34 5/8 ""","Shelf unit,",24,https://www.ikea.com/us/en/images/products/smagoera-shelf-unit-white__0772937_pe756154_s5.jpg?f=xxs, Kids
"GODISHUS Wardrobe, 23 5/8x21 1/4x70 1/8 ""","Wardrobe,",149,https://www.ikea.com/us/en/images/products/godishus-wardrobe-white__1246172_pe922030_s5.jpg?f=xxs, Kids
"TROFAST Wall storage, 39x8 ax11 a ""","Wall storage,",63,https://www.ikea.com/us/en/images/products/trofast-wall-storage-white-white__0625367_pe692229_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 39x17 3/8x22 ""","Storage combination with boxes,",79,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-white-white__0535774_pe649629_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 36 5/8x17 3/8x20 1/2 ""","Storage combination with boxes,",120,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-light-white-stained-pine-white__0351184_pe547497_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 39x17 3/8x37 ""","Storage combination with boxes,",103,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-white__0545786_pe655692_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 39x17 3/8x22 ""","Storage combination with boxes,",85,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-white-white__0535760_pe649618_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 36 5/8x17 3/8x20 1/2 ""","Storage combination with boxes,",159,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-light-white-stained-pine-light-green-gray__1087975_pe860969_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 18 1/8x11 3/4x37 ""","Storage combination with boxes,",71,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-white-white__0535890_pe649685_s5.jpg?f=xxs, Kids
BERGIG Book display with storage,Book display with storage,129,https://www.ikea.com/us/en/images/products/bergig-book-display-with-storage-white__0844238_pe783371_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 18 1/8x11 3/4x57 1/8 ""","Storage combination with boxes,",89,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-white-white__0535803_pe649638_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 36 5/8x17 3/8x20 1/2 ""","Storage combination with boxes,",126,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-light-white-stained-pine-white__0351236_pe547495_s5.jpg?f=xxs, Kids
"TROFAST Wall storage, 36 5/8x8 1/4x11 3/4 ""","Wall storage,",78,https://www.ikea.com/us/en/images/products/trofast-wall-storage-light-white-stained-pine-white__0642814_pe701455_s5.jpg?f=xxs, Kids
"TROFAST Storage combination, 37x17 3/8x35 7/8 ""","Storage combination,",143,https://www.ikea.com/us/en/images/products/trofast-storage-combination-light-white-stained-pine-white__0351126_pe547506_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 39x17 3/8x22 ""","Storage combination with boxes,",118,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-white-gray-blue__1087963_pe860976_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 39x17 3/8x22 ""","Storage combination with boxes,",73,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-white-white__0383745_pe558437_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 39x17 3/8x22 ""","Storage combination with boxes,",118,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-gray-dark-gray__1224126_pe914854_s5.jpg?f=xxs, Kids
"TROFAST Storage box, 16 ax11 ax9 ""","Storage box,",4,https://www.ikea.com/us/en/images/products/trofast-storage-box-white__0624261_pe691758_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 18 1/8x11 3/4x37 ""","Storage combination with boxes,",73,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-white-white-gray__0807932_pe770606_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 17 3/8x11 3/4x35 7/8 ""","Storage combination with boxes,",86,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-light-white-stained-pine-white__0351238_pe547494_s5.jpg?f=xxs, Kids
"TROFAST Frame, 39x17 3/8x22 ""","Frame,",58,https://www.ikea.com/us/en/images/products/trofast-frame-white__0642668_pe701350_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with box/trays, 13 3/8x17 3/8x22 ""","Storage combination with box/trays,",61,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-box-trays-white-gray-white__1085163_pe860004_s5.jpg?f=xxs, Kids
"TROFAST Wall storage, 39x8 ax11 a ""","Wall storage,",63,https://www.ikea.com/us/en/images/products/trofast-wall-storage-white-white__0625367_pe692229_s5.jpg?f=xxs, Kids
SMUSSLA Bedside table/shelf unit,Bedside table/shelf unit,39,https://www.ikea.com/us/en/images/products/smussla-bedside-table-shelf-unit-white__0931281_pe791191_s5.jpg?f=xxs, Kids
"TROFAST Wall storage, 12 5/8x8 1/4x11 3/4 ""","Wall storage,",36,https://www.ikea.com/us/en/images/products/trofast-wall-storage-light-white-stained-pine-gray-blue__1088448_pe861167_s5.jpg?f=xxs, Kids
"TROFAST Storage combination with boxes, 18 1/8x11 3/4x57 1/8 ""","Storage combination with boxes,",93,https://www.ikea.com/us/en/images/products/trofast-storage-combination-with-boxes-white-white-gray__0807693_pe770484_s5.jpg?f=xxs, Kids
"TROFAST Storage box, 16 ax11 ax4 ""","Storage box,",3,https://www.ikea.com/us/en/images/products/trofast-storage-box-white__0642580_pe701272_s5.jpg?f=xxs, Kids
"GODISHUS 3-drawer chest, 23 5/8x25 1/4 ""","3-drawer chest,",79,https://www.ikea.com/us/en/images/products/godishus-3-drawer-chest-white__0721186_pe735626_s5.jpg?f=xxs, Kids
"SMaSTAD / UPPFaRA 6-drawer chest, 23 5/8x25 5/8x53 1/2 ""","6-drawer chest,",315,https://www.ikea.com/us/en/images/products/smastad-uppfoera-6-drawer-chest-white-white__1268478_pe928753_s5.jpg?f=xxs, Kids
"SMaSTAD / UPPFaRA 3-drawer chest, 23 5/8x25 5/8x29 7/8 ""","3-drawer chest,",205,https://www.ikea.com/us/en/images/products/smastad-uppfoera-3-drawer-chest-white-gray__1268385_pe928730_s5.jpg?f=xxs, Kids
"SMaSTAD Bench with toy storage, 35 3/8x20 1/2x18 7/8 ""","Bench with toy storage,",99,https://www.ikea.com/us/en/images/products/smastad-bench-with-toy-storage-white-white__0918197_pe786134_s5.jpg?f=xxs, Kids
"SMaSTAD / UPPFaRA 6-drawer chest, 23 5/8x25 5/8x53 1/2 ""","6-drawer chest,",325,https://www.ikea.com/us/en/images/products/smastad-uppfoera-6-drawer-chest-white-with-frame__1268477_pe928751_s5.jpg?f=xxs, Kids
"SMaSTAD / UPPFaRA 6-drawer chest, 23 5/8x25 5/8x53 1/2 ""","6-drawer chest,",315,https://www.ikea.com/us/en/images/products/smastad-uppfoera-6-drawer-chest-white-gray__1268479_pe928752_s5.jpg?f=xxs, Kids
"SMaSTAD / UPPFaRA 3-drawer chest, 23 5/8x25 5/8x29 7/8 ""","3-drawer chest,",205,https://www.ikea.com/us/en/images/products/smastad-uppfoera-3-drawer-chest-white-white__1268386_pe928728_s5.jpg?f=xxs, Kids
"SMaSTAD / UPPFaRA 3-drawer chest, 23 5/8x25 5/8x29 7/8 ""","3-drawer chest,",210,https://www.ikea.com/us/en/images/products/smastad-uppfoera-3-drawer-chest-white-white-with-frame__1268387_pe928729_s5.jpg?f=xxs, Kids
"SMaSTAD Bench with toy storage, 35 3/8x20 1/2x18 7/8 ""","Bench with toy storage,",99,https://www.ikea.com/us/en/images/products/smastad-bench-with-toy-storage-white-gray__0918195_pe786135_s5.jpg?f=xxs, Kids







